skill,experience,project_type,complexity,hours,price
graphic_design,intermediate,growth_hacking,low,29,1076.76
graphic_design,intermediate,landing_page,low,22,804.51
blockchain,intermediate,saas_mvp,low,177,18632.46
digital_marketing,intermediate,full_website,low,147,5549.52
content_writing,expert,ecommerce,medium,116,8980.75
cloud_computing,intermediate,saas_mvp,low,172,13305.48
blockchain,intermediate,technical_whitepaper,medium,22,1537.21
cloud_computing,expert,full_website,low,104,10070.6
ui_ux_design,intermediate,automation,low,44,2192.93
content_writing,beginner,technical_whitepaper,high,56,1129.18
web_dev,beginner,saas_mvp,high,46,960.24
ui_ux_design,expert,ecommerce,medium,138,17832.62
cyber_security,intermediate,saas_mvp,medium,246,35606.6
graphic_design,intermediate,full_website,high,32,1761.49
content_writing,beginner,ecommerce,medium,199,2078.26
digital_marketing,intermediate,full_website,low,101,3359.8
ui_ux_design,beginner,automation,low,51,904.71
ui_ux_design,intermediate,landing_page,medium,18,1107.17
blockchain,intermediate,automation,high,39,3642.13
blockchain,beginner,smart_contract,high,68,4619.65
app_dev,expert,landing_page,high,31,5196.32
ui_ux_design,beginner,automation,low,24,377.19
python,expert,script,high,18,2846.96
graphic_design,expert,full_website,low,139,8694.14
python,beginner,saas_mvp,high,269,12088.74
app_dev,beginner,landing_page,medium,27,535.07
data_science,intermediate,automation,low,59,3081.85
app_dev,intermediate,saas_mvp,medium,265,19591.71
web_dev,intermediate,api_endpoint,medium,21,1469.72
blockchain,beginner,automation,high,40,1830.43
python,intermediate,automation,high,60,3812.96
ui_ux_design,intermediate,automation,medium,17,1029.62
ui_ux_design,intermediate,saas_mvp,medium,196,19405.6
cloud_computing,intermediate,technical_whitepaper,high,45,4943.79
cyber_security,beginner,web_scraper,high,26,1021.92
cyber_security,beginner,automation,low,53,1457.55
python,intermediate,saas_mvp,medium,264,18962.24
blockchain,beginner,api_endpoint,low,29,581.11
cloud_computing,expert,saas_mvp,medium,72,10699.84
web_dev,intermediate,saas_mvp,high,81,9039.97
ui_ux_design,beginner,saas_mvp,medium,148,5412.94
web_dev,expert,ecommerce,low,142,14591.49
content_writing,beginner,script,medium,6,80.79
digital_marketing,expert,landing_page,high,22,2770.69
graphic_design,intermediate,technical_whitepaper,high,35,2085.78
graphic_design,expert,landing_page,high,17,1276.03
cloud_computing,expert,technical_whitepaper,high,57,11745.33
blockchain,intermediate,technical_whitepaper,medium,11,1311.96
data_science,beginner,ai_model,high,54,2467.31
python,beginner,saas_mvp,low,48,1202.25
python,intermediate,script,medium,4,278.42
web_dev,expert,saas_mvp,medium,133,14945.56
digital_marketing,beginner,growth_hacking,high,43,1321.37
data_science,beginner,script,low,5,143.63
cloud_computing,intermediate,saas_mvp,low,240,14880.22
cloud_computing,expert,full_website,medium,111,20149.73
python,intermediate,saas_mvp,low,194,9710.23
ui_ux_design,intermediate,full_website,medium,25,1593.58
web_dev,intermediate,api_endpoint,medium,31,2309.07
ui_ux_design,intermediate,full_website,medium,59,3695.38
blockchain,intermediate,web_scraper,high,35,2916.7
cyber_security,expert,saas_mvp,low,116,21205.3
graphic_design,beginner,growth_hacking,low,84,753.94
cyber_security,expert,script,medium,20,2063.13
blockchain,intermediate,saas_mvp,medium,233,26309.73
content_writing,expert,script,medium,22,1802.38
digital_marketing,intermediate,full_website,medium,44,1998.74
graphic_design,beginner,full_website,medium,125,2268.17
python,intermediate,api_endpoint,medium,32,1878.6
ui_ux_design,intermediate,landing_page,high,26,1838.53
content_writing,intermediate,technical_whitepaper,high,15,654.79
app_dev,expert,ecommerce,high,155,25116.1
cloud_computing,intermediate,saas_mvp,medium,221,14197.17
graphic_design,intermediate,landing_page,medium,9,406.48
cloud_computing,beginner,api_endpoint,high,13,566.16
python,beginner,ai_model,high,85,4151.26
blockchain,intermediate,automation,high,64,6541.18
cloud_computing,beginner,automation,low,10,247.15
digital_marketing,intermediate,landing_page,low,16,563.67
blockchain,expert,api_endpoint,high,21,4361.28
digital_marketing,expert,full_website,low,145,10017.03
python,expert,api_endpoint,medium,16,1934.63
blockchain,beginner,api_endpoint,low,21,735.87
content_writing,beginner,script,medium,4,43.09
blockchain,intermediate,web_scraper,medium,10,854.36
ui_ux_design,expert,automation,low,56,4381.87
app_dev,expert,full_website,medium,80,10141.3
blockchain,beginner,automation,low,9,146.21
digital_marketing,expert,landing_page,low,34,2433.75
app_dev,intermediate,saas_mvp,high,214,26895.96
web_dev,intermediate,ecommerce,low,209,12561.93
graphic_design,expert,landing_page,high,20,2396.42
data_science,intermediate,script,low,10,487.27
cyber_security,expert,script,medium,24,2441.1
cyber_security,intermediate,api_endpoint,high,20,2638.1
web_dev,expert,full_website,medium,51,5139.8
app_dev,intermediate,saas_mvp,low,254,19380.09
blockchain,intermediate,automation,medium,58,4013.44
cyber_security,expert,web_scraper,medium,12,1645.65
web_dev,intermediate,landing_page,low,22,666.64
python,expert,api_endpoint,high,11,1389.71
web_dev,expert,web_scraper,high,10,1623.57
blockchain,intermediate,technical_whitepaper,medium,32,2988.48
data_science,intermediate,script,high,9,597.06
digital_marketing,beginner,technical_whitepaper,low,57,887.6
python,intermediate,saas_mvp,low,188,11530.07
app_dev,intermediate,saas_mvp,high,122,10007.73
data_science,intermediate,automation,high,51,3722.67
cloud_computing,intermediate,script,low,14,525.81
content_writing,beginner,ecommerce,high,76,2155.63
cloud_computing,intermediate,automation,medium,63,3365.32
blockchain,expert,technical_whitepaper,medium,40,5665.12
content_writing,beginner,growth_hacking,low,89,887.57
ui_ux_design,intermediate,ecommerce,high,43,3997.84
data_science,expert,ai_model,medium,65,16454.86
app_dev,intermediate,landing_page,medium,4,231.42
cloud_computing,expert,full_website,medium,59,7292.46
cloud_computing,intermediate,api_endpoint,high,15,1203.21
app_dev,intermediate,landing_page,high,12,524.16
graphic_design,intermediate,growth_hacking,high,74,2475.88
cloud_computing,expert,automation,low,17,1397.13
python,intermediate,web_scraper,medium,9,338.49
web_dev,beginner,ecommerce,medium,89,2193.89
ui_ux_design,intermediate,ecommerce,high,82,6472.6
cloud_computing,expert,automation,medium,37,5979.17
python,intermediate,script,medium,8,495.65
app_dev,beginner,landing_page,medium,15,300.38
digital_marketing,intermediate,saas_mvp,low,117,6482.39
python,intermediate,api_endpoint,low,25,882.73
blockchain,beginner,smart_contract,low,67,2798.38
blockchain,expert,technical_whitepaper,low,35,3869.87
digital_marketing,intermediate,full_website,high,101,7959.97
python,expert,script,medium,3,381.46
data_science,intermediate,automation,low,34,2630.69
graphic_design,beginner,saas_mvp,high,96,2167.77
web_dev,beginner,saas_mvp,high,114,3164.91
python,intermediate,web_scraper,medium,21,1525.63
ui_ux_design,beginner,api_endpoint,high,49,1690.0
digital_marketing,beginner,saas_mvp,high,189,4926.91
blockchain,beginner,api_endpoint,medium,33,730.0
cyber_security,intermediate,api_endpoint,high,26,2676.51
data_science,expert,saas_mvp,high,170,41478.74
content_writing,expert,landing_page,medium,26,2081.31
content_writing,beginner,technical_whitepaper,medium,30,366.83
blockchain,expert,web_scraper,medium,4,631.36
cyber_security,expert,saas_mvp,medium,236,52391.52
digital_marketing,expert,full_website,high,128,22486.09
python,expert,script,medium,24,1964.03
digital_marketing,expert,growth_hacking,high,86,9303.83
app_dev,intermediate,full_website,low,115,6340.71
digital_marketing,expert,saas_mvp,medium,203,26490.96
python,intermediate,saas_mvp,medium,79,5660.8
cyber_security,expert,technical_whitepaper,medium,52,7114.67
cyber_security,intermediate,api_endpoint,low,40,1848.06
cloud_computing,intermediate,script,medium,10,748.97
app_dev,intermediate,automation,medium,38,3000.87
content_writing,intermediate,ecommerce,high,211,12308.73
cyber_security,intermediate,automation,high,21,1759.02
blockchain,expert,automation,medium,66,9138.62
ui_ux_design,intermediate,full_website,low,97,3944.57
graphic_design,intermediate,technical_whitepaper,medium,44,2285.25
web_dev,beginner,full_website,medium,55,1090.39
app_dev,intermediate,api_endpoint,high,10,683.54
graphic_design,intermediate,saas_mvp,medium,177,8406.95
ui_ux_design,beginner,landing_page,medium,32,519.1
cyber_security,expert,api_endpoint,medium,43,6450.3
content_writing,expert,script,low,15,1061.8
graphic_design,expert,technical_whitepaper,medium,43,3873.46
app_dev,intermediate,saas_mvp,low,102,7908.18
data_science,beginner,automation,high,35,1232.8
cloud_computing,expert,saas_mvp,medium,171,26218.79
data_science,intermediate,technical_whitepaper,medium,13,776.28
app_dev,beginner,full_website,medium,43,1549.77
cloud_computing,intermediate,script,low,23,1438.23
graphic_design,beginner,technical_whitepaper,medium,45,794.36
digital_marketing,beginner,full_website,high,150,3968.52
python,beginner,saas_mvp,high,212,9458.67
app_dev,beginner,automation,low,18,217.68
cyber_security,intermediate,automation,medium,62,6742.87
digital_marketing,beginner,technical_whitepaper,high,22,680.0
app_dev,expert,automation,medium,13,1506.93
cyber_security,beginner,automation,medium,32,858.6
data_science,expert,ai_model,medium,127,26423.09
python,intermediate,automation,low,68,3066.71
content_writing,beginner,full_website,medium,132,1222.61
blockchain,expert,automation,low,17,2616.28
cloud_computing,beginner,saas_mvp,low,225,11121.43
web_dev,expert,full_website,high,120,21661.33
graphic_design,intermediate,technical_whitepaper,medium,33,1013.29
web_dev,beginner,saas_mvp,medium,69,2311.69
data_science,beginner,api_endpoint,low,22,633.21
python,beginner,api_endpoint,medium,24,594.08
cloud_computing,intermediate,api_endpoint,medium,36,1989.65
cloud_computing,intermediate,full_website,medium,131,11363.74
python,intermediate,ai_model,low,109,7559.55
graphic_design,beginner,growth_hacking,low,20,349.54
app_dev,beginner,api_endpoint,high,33,1304.79
data_science,intermediate,technical_whitepaper,low,21,855.64
digital_marketing,intermediate,full_website,medium,156,5729.54
ui_ux_design,beginner,landing_page,low,7,78.38
data_science,intermediate,script,high,13,1447.05
data_science,intermediate,ai_model,medium,83,6501.41
cloud_computing,expert,api_endpoint,low,54,4823.39
app_dev,beginner,full_website,high,121,3241.08
python,beginner,web_scraper,medium,30,798.54
cloud_computing,intermediate,saas_mvp,medium,254,21065.98
web_dev,intermediate,full_website,high,33,2238.39
content_writing,expert,landing_page,low,10,441.73
app_dev,intermediate,api_endpoint,medium,8,586.53
ui_ux_design,beginner,saas_mvp,medium,107,2324.71
ui_ux_design,intermediate,saas_mvp,low,192,9381.01
app_dev,intermediate,api_endpoint,high,41,3281.29
content_writing,intermediate,full_website,medium,130,5280.78
cloud_computing,beginner,api_endpoint,medium,33,1014.24
cyber_security,intermediate,saas_mvp,medium,62,8092.56
ui_ux_design,intermediate,saas_mvp,medium,62,3521.36
graphic_design,intermediate,landing_page,high,5,218.13
content_writing,beginner,growth_hacking,medium,69,1245.74
data_science,intermediate,api_endpoint,high,16,1781.77
data_science,beginner,script,high,8,186.23
web_dev,intermediate,landing_page,high,15,693.53
cyber_security,expert,saas_mvp,medium,155,35227.1
app_dev,beginner,saas_mvp,high,161,8099.8
graphic_design,expert,landing_page,medium,21,1907.4
data_science,intermediate,script,high,13,1135.76
blockchain,expert,saas_mvp,low,157,28508.22
data_science,expert,api_endpoint,medium,47,5803.07
ui_ux_design,beginner,api_endpoint,high,11,438.93
app_dev,intermediate,ecommerce,medium,112,6050.19
python,intermediate,web_scraper,high,15,1250.76
app_dev,expert,automation,low,49,4977.31
web_dev,intermediate,web_scraper,low,21,1102.39
cloud_computing,expert,script,medium,10,1088.08
python,intermediate,saas_mvp,medium,194,14323.07
cyber_security,expert,saas_mvp,high,51,15238.57
blockchain,intermediate,saas_mvp,medium,277,27506.52
graphic_design,beginner,technical_whitepaper,medium,64,1136.47
content_writing,expert,landing_page,low,16,903.94
blockchain,intermediate,saas_mvp,medium,234,24188.15
blockchain,intermediate,web_scraper,low,11,675.55
data_science,expert,ai_model,medium,53,12246.38
cyber_security,beginner,web_scraper,medium,7,249.27
graphic_design,intermediate,ecommerce,medium,153,10762.41
web_dev,intermediate,web_scraper,high,13,683.87
data_science,intermediate,script,low,4,282.94
ui_ux_design,beginner,saas_mvp,medium,74,2267.47
web_dev,intermediate,landing_page,low,34,1245.47
python,intermediate,ai_model,medium,130,10031.49
cyber_security,expert,saas_mvp,medium,74,15807.27
cloud_computing,intermediate,api_endpoint,low,47,3169.11
graphic_design,intermediate,technical_whitepaper,medium,10,605.32
ui_ux_design,beginner,api_endpoint,medium,14,398.72
cloud_computing,intermediate,api_endpoint,medium,28,2275.24
content_writing,expert,landing_page,medium,34,2999.86
cloud_computing,intermediate,automation,high,22,2856.32
blockchain,expert,smart_contract,high,13,3229.4
app_dev,beginner,full_website,medium,87,1851.46
content_writing,beginner,ecommerce,low,69,1128.2
graphic_design,expert,saas_mvp,low,204,26324.74
ui_ux_design,expert,api_endpoint,medium,35,2989.14
web_dev,beginner,api_endpoint,high,53,813.92
cyber_security,intermediate,api_endpoint,low,29,2313.05
web_dev,beginner,ecommerce,medium,178,5558.56
data_science,expert,saas_mvp,medium,196,39446.79
data_science,intermediate,technical_whitepaper,medium,12,700.2
cloud_computing,intermediate,technical_whitepaper,high,40,4373.67
python,beginner,script,medium,24,669.87
web_dev,intermediate,saas_mvp,low,193,15322.45
cloud_computing,intermediate,technical_whitepaper,medium,50,3195.28
cloud_computing,intermediate,api_endpoint,medium,48,3152.57
python,intermediate,web_scraper,high,34,2987.6
content_writing,expert,full_website,medium,137,15043.68
web_dev,intermediate,landing_page,medium,32,2028.97
app_dev,expert,landing_page,high,14,1511.82
python,expert,automation,high,45,5119.51
content_writing,expert,ecommerce,high,166,23485.73
web_dev,intermediate,saas_mvp,high,68,5343.6
app_dev,expert,ecommerce,medium,123,17182.11
content_writing,intermediate,growth_hacking,medium,30,1007.21
web_dev,beginner,web_scraper,low,35,588.58
web_dev,expert,api_endpoint,high,31,5600.29
app_dev,beginner,full_website,high,55,2225.52
app_dev,beginner,ecommerce,medium,119,3845.78
web_dev,intermediate,web_scraper,medium,27,1406.37
graphic_design,expert,full_website,medium,90,8306.04
web_dev,beginner,ecommerce,medium,98,3368.51
web_dev,beginner,api_endpoint,medium,36,420.5
graphic_design,intermediate,saas_mvp,low,171,6371.9
web_dev,beginner,landing_page,low,9,135.83
app_dev,beginner,api_endpoint,low,7,111.08
blockchain,beginner,automation,high,39,2404.44
digital_marketing,expert,full_website,low,112,12084.79
python,expert,api_endpoint,high,55,9367.42
ui_ux_design,intermediate,api_endpoint,low,9,523.2
web_dev,beginner,web_scraper,high,19,318.83
data_science,beginner,ai_model,high,59,3375.64
graphic_design,intermediate,growth_hacking,high,79,3697.33
blockchain,expert,saas_mvp,medium,51,7446.17
blockchain,expert,technical_whitepaper,high,34,6966.46
digital_marketing,beginner,saas_mvp,medium,259,3972.01
cloud_computing,expert,script,medium,9,864.81
